t,ax,ay,az,gx,gy,gz,mx,my,mz,temp,src
14.60120,-5.22166,2.86917,-3.69714,118.55329,-81.73702,-113.20355,8.03221,10.84907,43.78799,28.67578,comp
14.62522,-5.61057,1.73441,-3.69141,93.44392,-131.08077,-74.79730,6.18944,11.90864,43.77642,28.68945,comp
14.64116,-7.16428,1.70632,-3.41187,57.91267,-155.45577,-62.10199,4.69920,14.71138,43.76097,28.66406,comp
14.66507,-8.60276,1.22780,-4.20777,42.45173,-168.62765,-79.19574,3.94530,16.80317,44.12498,28.66211,comp
14.68103,-6.68967,-0.84837,-4.63404,35.05720,-169.57686,-75.03949,3.23045,18.59907,40.85740,28.72070,comp
14.70510,-4.96800,0.17702,-5.66626,20.50251,-169.54394,22.08551,1.39061,21.78462,38.82225,28.67188,comp
14.73023,-10.13206,1.23659,-3.62134,-48.87249,-180.34862,246.08551,1.39176,23.55513,37.19920,28.71680,comp
14.74558,-17.65159,2.06179,-6.18775,-135.37249,-130.53612,326.39801,5.04606,25.97309,36.69578,28.70703,comp
14.76909,-17.56352,2.42922,-7.48560,-137.36956,-93.22362,295.11676,8.01090,26.34761,33.43992,28.70898,comp
14.78501,-10.82133,2.12453,-3.11060,-109.60394,-68.33300,251.24176,13.15153,27.02339,32.16063,28.74023,comp
14.80937,-7.04984,5.65383,-0.52271,-152.38519,-88.41112,279.97614,16.85661,25.99116,29.32078,28.67969,comp
14.82548,-8.59965,11.89211,-1.17554,-155.13128,-119.53612,317.72614,20.18473,25.29829,27.28563,28.67383,comp
14.84912,-7.63773,10.56105,-2.74878,-88.81878,-146.20800,315.04059,24.97379,23.87739,26.44725,28.74609,comp
14.86523,-9.67484,8.99367,-1.83667,-64.16253,-149.93065,345.72809,28.32731,21.45747,23.22459,28.70508,comp
14.88916,-12.25492,4.70852,-3.80933,-79.66253,-101.68065,309.41559,30.56169,19.37153,21.62205,28.68164,comp
14.90517,-7.94633,5.52394,-1.58472,-81.55413,-58.89940,247.60309,34.26090,16.56294,20.81444,28.73633,comp
14.92923,-3.48173,9.10963,1.16993,-94.64227,-58.66148,252.53656,36.14703,13.10583,18.43251,28.71484,full
14.94528,-9.37235,8.75831,-1.45898,-115.32977,-53.16929,297.50531,36.55816,9.63708,16.87392,28.67383,comp
14.96903,-13.82938,6.55518,-2.74023,-136.92352,22.51821,249.84906,38.07086,6.51599,14.89442,28.71680,comp
14.98514,-11.80204,8.60596,1.26758,-160.97039,103.51821,208.41156,38.81842,3.35193,16.15321,28.74414,comp
15.00939,-2.65360,9.44532,6.25977,-111.56414,86.75258,146.22406,39.95416,1.98279,13.73915,28.67578,comp
15.02514,5.99484,11.05762,5.16504,-72.56414,13.12758,142.55219,41.82916,-1.14807,12.15321,28.66797,comp
15.04913,1.22531,8.01856,2.35450,-80.24773,-29.40367,228.05219,41.86139,-4.27698,11.39101,28.66797,comp
15.06518,-3.00516,4.77637,0.81250,-141.34148,-24.91929,264.05219,41.53277,-7.04261,9.82558,28.68359,comp
15.08915,-5.80790,6.11426,-1.83789,-205.15398,29.26821,247.11469,39.41754,-10.78089,4.25917,28.68164,comp
15.10509,-0.81180,10.01075,2.50977,-181.38836,53.39321,196.80219,38.73639,-14.23011,1.90370,28.70117,comp
15.12913,5.25460,9.88026,6.15039,-113.07586,39.38540,176.33344,37.65728,-14.89612,0.31190,28.67969,comp
15.14566,3.21554,7.79822,5.11426,-128.59148,12.30727,217.33344,36.58697,-16.60901,-1.26134,28.67383,comp
15.16934,-0.12235,5.48377,3.35254,-167.49773,30.24477,228.14594,35.16021,-19.71448,-2.81017,28.71680,comp
15.18502,-3.60673,4.59510,2.23340,-202.24773,72.40102,194.58344,33.73834,-21.75550,-5.58556,28.74414,comp
15.20923,0.62374,8.84901,4.59082,-193.58367,134.90102,156.42719,30.12896,-24.11096,-9.54259,28.72656,comp
15.22513,4.17452,8.60999,8.04004,-121.52117,150.24477,157.38031,28.31744,-24.41638,-11.53575,28.71680,comp
15.24938,4.26107,4.39515,9.17579,-100.67742,135.76040,145.89594,24.71978,-27.10974,-16.29356,28.70508,comp
15.27937,4.55770,3.84388,7.53907,-125.66180,113.86977,170.47406,21.43072,-26.71204,-17.87852,28.69922,comp
15.32557,2.35848,2.45716,5.96485,-159.81805,107.92055,228.44281,19.97564,-26.68318,-19.07384,28.70508,comp
15.32624,1.67098,0.59486,8.01954,-176.97430,119.54555,244.55219,16.34674,-28.00936,-21.83751,28.69336,comp
15.32915,4.21591,3.62415,9.96778,-169.02117,110.32680,222.97406,11.24127,-28.63240,-24.19102,28.71875,comp
15.35001,5.70028,4.28138,10.51514,-149.20867,106.72719,243.53656,9.42291,-28.59505,-25.78770,28.72656,comp
15.36977,3.68856,0.80872,10.12867,-132.14617,98.04750,256.36469,1.71978,-27.12337,-26.94102,28.69727,comp
15.38634,3.06796,-0.12292,11.43042,-140.10711,81.43813,224.36469,-1.91498,-27.39754,-30.13048,28.69531,comp
15.40923,2.64535,-0.80163,8.92261,-164.82586,61.54750,183.67719,-5.60639,-25.99129,-28.89610,28.72461,comp
15.42508,3.87777,-0.63500,9.86548,-164.33416,51.95375,185.39789,-7.80561,-25.26473,-29.69151,28.72852,comp
15.44927,2.49398,-1.56713,8.61841,-202.74041,32.00063,223.08539,-11.84858,-23.48348,-30.08116,28.73047,comp
15.46547,-0.01774,-3.23608,8.00122,-228.20916,27.08266,243.17914,-16.63764,-23.12191,-28.42491,28.72656,comp
15.50537,-2.05289,-3.59472,6.35279,-254.06853,59.27016,235.97601,-20.68842,-21.70198,-28.00523,28.70117,comp
15.51345,-2.16337,-5.21093,5.46705,-234.63103,91.36391,195.97601,-25.49701,-19.25276,-25.97594,28.68359,comp
15.52927,2.25642,-7.10317,8.61745,-224.26683,93.55639,177.38120,-29.59432,-16.46085,-24.37997,28.72852,full
15.54533,1.93343,-8.28579,9.33717,-289.45433,61.08764,222.44370,-35.16073,-13.33780,-20.33700,28.70898,comp
15.56931,-0.65837,-9.42642,8.46266,-334.92308,45.79858,215.29135,-37.02889,-11.25382,-18.73934,28.74805,comp
15.58539,-2.36345,-7.74185,7.75465,-359.98558,55.86889,179.88510,-39.66171,-8.15226,-14.72762,28.71680,comp
15.60920,-2.59734,-5.57778,5.50661,-363.40355,73.68139,141.32260,-42.29061,-6.80753,-9.88387,28.69531,comp
15.63329,-2.60179,-4.95669,3.48903,-324.37230,84.05639,126.92416,-43.84042,-4.09269,-3.86044,28.70898,comp
15.64931,-1.93089,-7.85513,3.05544,-282.27855,79.41967,120.21323,-44.61044,-3.08195,-1.04598,28.72461,comp
15.67315,-2.84593,-9.40396,2.53835,-268.43480,62.74780,100.19760,-45.76766,-1.03898,2.96573,28.71289,comp
15.68918,-3.13524,-9.99575,2.09718,-267.69456,55.14233,85.86166,-46.18832,-0.40909,7.79777,28.70117,comp
15.70508,-4.33153,-10.62026,1.70436,-263.12035,55.14225,66.15854,-44.76547,0.92880,10.99113,28.72656,comp
15.72920,-4.24797,-11.37564,0.93874,-225.96410,57.15592,31.37729,-44.06820,1.21859,14.60245,28.70703,comp
15.74593,-3.56682,-12.65005,0.91774,-169.77660,56.91190,-33.12271,-43.34603,0.49203,16.22257,28.72070,comp
15.76921,-2.12639,-11.85610,0.75575,-141.21410,34.14627,-80.96646,-42.62387,-0.59000,18.24796,28.74805,comp
15.78519,-2.54778,-11.54092,0.04726,-130.11253,-0.25998,-126.12271,-40.80062,-1.67985,20.26163,28.74805,comp
15.80939,-0.52434,-8.22842,0.25124,-134.93285,-25.46310,-143.45084,-38.96957,-3.11344,21.87491,28.70117,comp
15.82522,-1.59856,-8.11495,-0.18358,-147.31566,-50.54123,-109.60709,-39.32968,-5.21500,22.72648,28.69141,comp
15.84932,-4.96574,-8.55978,-2.36131,-178.31566,-48.46896,-111.12857,-37.15194,-6.32535,25.94327,28.71484,comp
15.87311,-4.97581,-4.85470,-5.90233,-165.50316,-46.02755,-117.53482,-34.97030,-6.01676,27.52921,28.67383,comp
15.88908,-3.86546,-4.20773,-6.52879,-53.94066,-58.90255,-157.44107,-33.50350,-8.14567,29.16593,28.68359,comp
15.91327,3.99782,-9.94991,-0.91942,62.43434,-66.10958,-205.87857,-32.74423,-10.23356,28.37980,28.70117,comp
15.92916,2.53395,-11.88644,-1.08446,96.90309,-89.95333,-200.21060,-32.37435,-10.23040,27.97721,28.69727,comp
15.95336,-0.16136,-11.62423,-0.73436,103.68044,-128.26583,-213.20279,-32.73275,-11.62298,28.01716,28.70703,comp
15.96912,-0.96068,-9.74337,-1.00536,93.31325,-209.64083,-212.35172,-33.07089,-13.34759,26.82380,28.73633,comp
15.99320,0.93776,-8.40255,0.52101,81.71950,-270.48458,-201.49234,-31.63436,-11.99212,28.80427,28.71484,comp
16.00903,2.23463,-4.60568,0.32802,102.57887,-280.50021,-137.96109,-30.90634,-11.29974,28.78568,28.72656,comp
16.03321,-1.99583,-11.29708,-4.71104,210.76637,-200.50021,-171.52359,-31.29061,-9.91302,29.56449,28.69531,comp
16.04913,3.45338,-11.83468,1.35927,242.98512,-188.35177,-164.84781,-34.20663,-10.56488,28.00199,28.68164,comp
16.07316,0.55104,-9.38546,1.52614,142.79762,-185.73654,-57.91031,-36.03378,-9.48089,26.39066,28.73438,comp
16.08917,-1.72240,-8.95895,-1.59300,94.67262,-142.79904,-56.47867,-34.92929,-9.12835,25.57133,28.68750,comp
16.11311,0.74049,-9.94088,-1.69542,129.45387,-110.11154,-126.47867,-36.04061,-9.13774,26.78812,28.71289,comp
16.12915,3.68330,-11.02445,-0.41923,153.07681,-110.22399,-150.22072,-36.73793,-10.13784,24.00327,28.70117,full
16.15324,4.26826,-10.44340,-0.04448,106.51431,-100.30212,-113.75197,-37.10951,-9.43716,23.99182,28.68945,comp
16.16919,3.31221,-10.73417,-0.77055,50.23306,-58.80212,-88.06447,-37.45619,-10.81802,23.20667,28.71289,comp
16.19318,5.05732,-9.32108,0.48726,14.70181,-26.02087,-99.63478,-37.44939,-11.16103,22.80896,28.71289,comp
16.20909,5.84248,-11.44999,-0.64067,27.27994,-25.67785,-127.86916,-36.70964,-11.50967,22.40759,28.67969,comp
16.23325,7.04170,-11.49638,0.63863,28.47916,-27.35754,-160.05666,-35.60027,-12.56435,22.40898,28.70898,comp
16.24897,4.65693,-11.14896,-1.30864,27.72525,-23.61535,-193.49416,-35.19255,-14.62490,20.01835,28.69922,comp
16.27319,5.60713,-8.37748,0.96480,21.43228,-7.88097,-218.75978,-35.19305,-17.09756,22.07304,28.71875,comp
16.28918,6.61299,-6.69193,1.78023,2.74478,-4.25988,-233.14259,-33.34149,-18.85049,21.68241,28.72266,comp
16.31320,6.25996,-4.97123,1.53987,10.72916,-11.20519,-259.25197,-31.48505,-21.65517,21.70788,28.67969,comp
16.33722,8.28926,-1.69193,2.30306,34.11978,-32.87707,-262.09962,-27.42255,-26.23330,22.54138,28.70117,comp
16.35335,7.22383,1.01510,1.63118,55.16666,-39.67004,-230.59962,-23.74481,-27.30752,22.52040,28.69922,comp
16.36921,6.48750,-2.00443,1.10872,101.26041,-48.17785,-253.09962,-23.37592,-27.65957,22.52611,28.67188,comp
16.39317,8.29512,-2.09867,2.64876,99.35123,-59.10754,-263.87306,-21.89447,-29.06094,22.13768,28.67773,comp
16.41712,9.33906,1.37789,1.75716,79.63248,-76.85754,-213.81056,-19.31635,-31.53945,23.34862,28.65234,comp
16.43313,8.25996,1.30141,0.44954,74.62857,-85.99816,-169.46681,-17.84467,-31.19033,22.52538,28.70703,comp
16.45733,7.43135,-1.34507,-0.76335,109.37857,-82.04894,-182.38087,-15.65521,-31.22475,23.71288,28.73242,comp
16.47658,9.78096,-1.31487,0.88997,104.56607,-85.71301,-193.25587,-14.91644,-31.92837,23.72052,28.73633,comp
16.50523,10.07685,-0.51898,-0.08464,57.09732,-97.07238,-147.09962,-11.60980,-32.30166,23.68405,28.67773,comp
16.51349,8.98799,-1.16448,-1.16472,45.54263,-87.09582,-147.87160,-11.27826,-30.94424,26.07858,28.70117,comp
16.53711,10.11885,-0.08148,-0.74601,41.16763,-83.97082,-153.48878,-9.80951,-30.24648,25.25437,28.65234,comp
16.55323,11.24873,0.46003,-0.51896,27.06607,-90.09972,-126.72316,-8.34467,-31.32070,26.45261,28.68555,comp
16.57854,10.54463,-0.19378,-1.03654,-0.01205,-97.47472,-112.59816,-7.99799,-29.93984,27.24265,28.70898,comp
16.59305,8.36885,0.74030,-0.98152,-20.62143,-93.04894,-126.76222,-5.81049,-30.68349,29.24265,28.72656,comp
16.61733,7.39765,1.99128,-2.32527,-48.87143,-81.79894,-129.43800,-3.99115,-29.30752,29.60495,28.71680,comp
16.63323,6.83662,2.58552,-3.31941,-31.79330,-61.33019,-133.72316,-1.06732,-29.34722,30.77976,28.71289,comp
16.65721,7.90791,3.51472,-3.18965,4.23795,-53.24426,-170.59816,0.01471,-27.61675,31.14401,28.74023,comp
16.67359,7.32148,2.81550,-3.17551,20.59732,-40.05676,-185.48878,2.20026,-26.24370,31.50266,28.69922,comp
16.69715,7.23695,3.33308,-3.22815,20.26187,-35.19738,-192.06691,4.05084,-27.29253,30.69406,28.72266,comp
16.71318,6.48548,1.70905,-4.26136,30.63687,-31.77941,-237.47316,5.11823,-25.23199,32.26242,28.69922,comp
16.73714,6.57906,2.99343,-1.98472,44.33450,-45.53909,-304.77481,8.42302,-24.22331,32.62457,28.70703,full
16.75307,5.66451,9.43874,-4.31870,11.86575,-65.67972,-285.30606,10.23357,-22.86003,33.80425,28.67773,comp
16.77883,2.75240,7.93484,-6.86167,25.65481,-54.69534,-269.02481,13.52068,-20.43620,33.31182,28.71875,comp
16.79317,2.53059,7.32155,-5.70835,61.02981,-44.26566,-317.33731,15.70036,-18.72038,34.07354,28.67969,comp
16.81720,2.52827,6.87185,-5.80088,70.17825,-46.70511,-357.49356,16.02629,-16.66569,36.46221,28.66406,comp
16.83317,1.29683,7.26174,-5.28086,79.63137,-61.71292,-373.54044,19.66496,-12.85514,36.36376,28.67773,comp
16.85715,2.06929,11.72268,-4.27110,79.20462,-75.68948,-364.20450,19.25578,-10.09147,38.33447,28.71289,comp
16.87348,-0.91704,10.58694,-5.93711,62.79837,-71.96878,-269.14200,21.03996,-6.29655,40.29052,28.68164,comp
16.89726,-4.92485,8.51662,-7.32676,63.28518,-49.76566,-254.79825,21.37639,-3.51921,41.04296,28.66602,comp
16.91316,-4.71965,7.27053,-5.14121,70.73050,-38.41409,-302.14200,20.62639,-2.47917,41.84081,28.66016,comp
16.93714,-2.93254,7.00588,-5.62949,50.48050,-37.13187,-339.61075,19.85100,1.70052,42.59570,28.66992,comp
16.95310,-2.68157,7.74465,-5.01084,34.91800,-50.42874,-331.25919,16.94084,4.22982,38.14257,28.72070,comp
16.97752,-4.12786,7.73509,-5.97910,32.90237,-69.35062,-322.10294,15.44279,7.02083,38.93261,28.65820,comp
17.00118,-6.61809,6.91917,-6.95762,31.31643,-74.59671,-315.02481,15.40706,10.49739,39.66552,28.73242,comp
17.01720,-8.02532,6.62450,-7.33115,40.46487,-65.14359,-328.07950,14.65120,12.23665,40.45849,28.69336,comp
17.04123,-6.95403,6.65176,-6.00108,55.59768,-60.99515,-320.51700,11.31331,15.38314,41.63329,28.68945,comp
17.05724,-7.16790,5.77383,-5.57017,46.20706,-72.03421,-262.42325,9.11800,16.11654,40.44775,28.62109,comp
17.08144,-10.52337,3.51211,-6.93833,38.21487,-64.16702,-210.39200,8.00960,18.58529,39.21630,28.67383,comp
17.09723,-11.41497,0.84024,-6.90820,23.39456,-32.44827,-218.91544,6.90120,19.63997,39.21098,28.68359,comp
17.12135,-8.13958,2.80606,-4.96484,28.92581,-15.60452,-275.63419,2.84651,21.05501,40.03715,28.65625,comp
17.13723,-5.12590,3.99258,-2.99218,53.92581,-48.35452,-251.43106,1.02815,21.09197,38.43559,28.74023,comp
17.16137,-10.11419,2.18106,-3.31567,34.73831,-61.05765,-148.61856,-1.54607,21.80925,38.45083,28.68945,comp
17.17710,-13.47551,1.63272,-13.32348,-41.07419,-29.63577,-52.86856,-1.92278,22.50457,38.85318,28.67383,comp
17.20113,-11.01067,-0.54892,-5.15160,91.05081,1.72360,-119.49356,-3.38176,21.46941,38.88479,28.68359,comp
17.21708,-6.41692,-0.83017,-1.62621,52.58206,5.82126,-173.74356,-5.22063,22.53582,38.48343,28.69727,comp
17.24141,-5.87786,0.57999,-2.14477,20.42581,-22.17874,-124.49356,-6.69133,22.89641,38.49911,28.69531,comp
17.25717,-7.90715,-2.07626,-4.99828,-24.82419,-33.71780,9.25644,-6.32487,22.53753,38.89193,28.67383,comp
17.28175,-11.79192,-5.73056,-5.76733,-55.46482,-6.13968,65.00644,-3.76823,21.79631,40.49057,28.64062,comp
17.29706,-11.02776,-6.28574,-3.85131,-65.08982,14.79782,-27.80606,-4.14543,22.49212,40.89975,28.68750,comp
17.32117,-10.65569,-5.40634,-2.53881,-104.05857,11.05954,-110.61856,-3.04289,23.19329,40.07016,28.66016,comp
17.33713,-8.60771,-0.71459,-3.39869,-204.64000,-2.49313,-124.97617,-3.02566,22.18154,38.86032,28.66602,full
17.36151,-5.51201,2.82252,-5.04322,-255.20250,-3.85348,-52.91367,-2.31277,22.14766,40.88180,28.66602,comp
17.37714,-4.48760,2.49635,-4.67286,-298.20250,-20.38473,94.71133,2.81614,22.80684,40.82461,28.63281,comp
17.40113,-5.46807,2.64466,-4.41285,-354.85875,-35.61130,221.02383,7.96067,21.71993,40.77560,28.65039,comp
17.41728,-7.68877,1.57240,-4.18555,-392.67125,-60.12692,270.74258,14.21067,22.40108,38.69552,28.66406,comp
17.44132,-9.65361,4.01771,-3.59229,-403.74156,-86.43942,274.38516,21.59739,21.00264,35.00998,28.69336,comp
17.45709,-10.77861,8.65052,-1.50049,-403.49229,-100.83005,283.51016,29.76145,18.60420,27.69748,28.70117,comp
17.48114,-11.78252,11.39075,-0.28467,-393.62511,-124.09567,301.79141,34.24973,17.63643,20.00607,28.65430,comp
17.51364,-10.12139,10.89857,-0.88721,-334.65636,-136.74411,314.15079,39.81223,13.44893,17.18771,28.68359,comp
17.52135,-11.44853,8.88099,-0.77222,-324.55479,-130.81833,319.81485,42.05247,12.07686,14.35763,28.67969,comp
17.54520,-8.37041,8.81232,-1.05152,-344.46104,-114.27145,320.68204,43.60813,8.66475,8.34982,28.64062,comp
17.56113,-6.97588,6.41389,-1.70923,-357.89854,-98.20895,317.80118,43.69370,4.55538,3.17404,28.66406,comp
17.58514,-4.97978,4.93732,0.70288,-329.25792,-81.20895,258.08243,44.16880,0.47725,-4.43143,28.65234,comp
17.60125,-2.16142,5.87678,6.92944,-288.82042,-82.73434,190.39493,40.58091,-3.96416,-8.75565,28.66211,comp
17.62541,2.21358,7.19514,5.51928,-308.80479,-75.97262,162.00430,38.11997,-7.31572,-16.74002,28.63281,comp
17.64150,1.55635,6.58869,4.45776,-289.30479,-81.80466,160.76602,37.77500,-9.04619,-17.51493,28.68750,comp
17.66527,-0.40459,7.00275,4.48852,-290.55089,-90.82809,176.61758,34.15977,-12.11650,-20.24930,28.65820,comp
17.68107,-2.96514,3.14924,4.55169,-290.55089,-65.39059,186.93008,30.54453,-13.77470,-24.21415,28.66992,comp
17.70532,-1.18974,2.94331,4.73199,-279.81651,-32.39059,132.36758,27.28477,-15.80791,-26.56766,28.63086,comp
17.72112,2.39619,4.15620,7.78472,-219.09776,-3.89059,91.18008,23.64219,-16.09355,-28.94657,28.65820,comp
17.74505,0.95576,4.29768,9.36871,-223.24620,9.89847,97.34415,21.10899,-17.78886,-30.91239,28.63477,comp
17.76166,0.21016,4.20600,7.76226,-226.54112,-2.48434,119.73477,17.83164,-17.72838,-33.29520,28.63672,comp
17.78521,-0.59160,1.28608,7.15240,-233.92393,0.13870,154.01602,14.91758,-18.73521,-34.45438,28.70117,comp
17.80779,-0.58790,3.73139,7.20007,-227.70128,2.21292,199.17227,9.44102,-20.41978,-35.57254,28.70117,comp
17.82536,0.21532,0.33295,8.07116,-192.73253,-3.70505,236.57852,5.02696,-20.04918,-34.73758,28.64844,comp
17.84117,-0.22291,-2.35455,11.61608,-214.76378,13.98245,263.29727,0.64414,-20.34093,-36.29618,28.65234,comp
17.86532,-0.31629,-10.06548,9.96667,-268.76378,-4.50192,185.73477,-5.21523,-21.69151,-36.21781,28.69922,comp
17.88166,8.65246,-3.12798,14.71276,-268.94725,-57.47067,60.67227,-7.43594,-19.58800,-35.82523,28.69922,comp
17.90520,6.76965,0.18256,15.96081,-299.75975,-154.53317,112.39102,-12.58047,-21.32921,-33.32132,28.64648,comp
17.92164,2.95910,1.47553,12.37487,-295.06834,-210.12692,130.20352,-17.76015,-22.05870,-28.41898,28.64648,comp
17.94518,1.00848,1.00067,9.90201,-226.37202,-235.05086,124.30360,-20.72155,-23.85132,-24.74809,28.66797,full
17.96142,-1.73761,-2.24933,9.49600,-174.55952,-202.48836,97.70985,-24.42272,-24.92945,-20.66605,28.62891,comp
17.98523,-0.23859,-3.89679,7.06045,-129.55952,-182.91023,30.33485,-25.54284,-26.00855,-17.81644,28.64844,comp
18.00134,0.59783,-3.20636,6.59756,-65.12202,-178.75398,-26.10265,-25.19811,-25.69165,-15.80863,28.63477,comp
18.02517,4.54705,-3.60968,5.45889,39.00298,-212.28523,-119.66515,-27.39537,-28.14087,-14.13578,28.68359,comp
18.04119,12.22283,-2.41047,11.25967,110.69048,-283.47273,-135.19640,-24.47741,-30.65845,-10.49711,28.70117,comp
18.06526,5.53143,-7.26593,10.58731,82.44048,-296.30867,-59.63390,-21.92467,-33.16822,-7.25883,28.67188,comp
18.08121,-0.46467,-7.81720,3.78262,62.42485,-290.37117,-70.72765,-21.96303,-34.28540,-2.40336,28.69141,comp
18.10561,3.48260,-4.57697,1.87637,98.76860,-265.10555,-103.13390,-19.77748,-35.03003,-0.39750,28.64844,comp
18.12119,4.48114,-4.87580,3.73086,152.11235,-257.96492,-104.84875,-18.71010,-35.44043,3.22555,28.68359,comp
18.14566,5.34881,-6.07111,4.23623,169.20610,-238.32430,-143.06750,-17.27163,-35.84766,6.44234,28.69141,comp
18.16113,7.44842,-5.23420,3.94742,150.12798,-207.69930,-155.11437,-15.83315,-35.90049,9.25289,28.65039,comp
18.18523,7.47682,-2.75373,2.21597,88.44048,-163.04305,-116.70812,-14.73452,-35.55918,9.23176,28.64844,comp
18.20104,9.63893,-1.48127,1.65835,67.19048,-138.15242,-90.58312,-13.30288,-34.91513,12.03645,28.66406,comp
18.22508,9.27809,0.09198,2.83706,107.22173,-153.49617,-98.78625,-12.58413,-34.94356,13.63703,28.66016,comp
18.24137,9.13685,1.92401,1.80191,166.62798,-156.01180,-153.66125,-10.40248,-34.63472,15.21906,28.67773,comp
18.26537,12.29310,0.06659,2.03872,221.94048,-165.01961,-148.09484,-10.08242,-34.35347,19.64484,28.66797,comp
18.28913,10.38392,0.86297,3.64712,176.37798,-157.73445,-121.03234,-9.71083,-33.99605,18.83234,28.64648,comp
18.30576,10.29914,2.68524,2.23404,112.75298,-132.93758,-113.03234,-8.63076,-32.97554,20.01398,28.67383,comp
18.32100,10.59919,4.58270,-0.91049,105.33501,-126.59383,-91.03234,-7.56240,-33.03145,23.23273,28.64844,comp
18.34519,9.28962,2.49871,-0.97550,111.45610,-115.87508,-48.43859,-6.11611,-32.36837,24.81965,28.65039,comp
18.36125,8.47322,0.52313,-2.05557,83.40923,-111.44930,-19.59484,-8.34462,-30.97969,26.42902,28.64648,comp
18.38524,8.20149,0.63275,-2.31534,85.72758,-91.21492,-56.37609,-7.26650,-29.60958,27.60090,28.67773,comp
18.40955,7.93318,-0.62311,-3.20450,80.64165,-71.51180,-92.31359,-6.91689,-28.93184,28.79133,28.68750,comp
18.42516,9.49958,-3.91803,-2.61270,70.69633,-55.27742,-134.68859,-7.64980,-29.63057,29.22272,28.67969,comp
18.44907,7.56599,-3.75141,-2.45853,8.35258,-57.96492,-149.14953,-5.82265,-28.59737,29.17280,28.67188,comp
18.46529,7.67475,0.83844,-3.38236,-5.49898,-42.28523,-204.93078,-4.72597,-28.25753,29.16568,28.65625,comp
18.48931,9.34761,2.72808,-0.39993,7.07915,-58.61336,-248.11828,-2.90761,-28.29534,30.76529,28.62109,comp
18.52553,10.74507,7.57183,-1.19534,-6.93648,-81.28523,-233.25890,0.77598,-27.59563,28.69498,28.63477,comp
18.52930,7.44233,9.08746,-4.07425,-4.32515,-91.73836,-149.50890,3.32090,-27.29656,30.69498,28.65625,comp
18.54521,5.12178,6.94449,-5.06217,36.30761,-82.43671,-173.59256,6.58168,-24.92512,33.86482,28.66602,full
18.56927,7.35616,5.50602,-4.72916,42.59667,-72.96796,-232.43631,8.03383,-23.54621,34.22541,28.64453,comp
18.58515,6.95137,4.78385,-5.76725,44.69628,-70.87617,-254.45193,9.12172,-22.51399,34.60090,28.65234,comp
18.60926,7.54854,4.03434,-3.24381,57.08691,-83.71992,-300.63943,10.92641,-20.80696,36.17317,28.65039,comp
18.62722,6.86788,5.72574,-2.65299,27.30566,-102.04804,-297.77420,13.10219,-18.74250,36.92414,28.62695,comp
18.64928,1.68819,5.78123,-4.77018,17.48534,-117.79023,-305.58279,16.00844,-15.63117,37.23567,28.63867,comp
18.66508,-2.97978,5.27292,-6.34830,26.60253,-101.52460,-404.89529,17.08168,-13.20930,37.99836,28.61719,comp
18.68916,-2.74223,6.23728,-5.54947,49.49316,-97.45039,-467.33279,19.23208,-9.41633,39.93196,28.66992,comp
18.70512,-4.39457,9.02634,-6.15494,49.75561,-88.63789,-457.06717,20.66958,-5.23664,39.45979,28.67383,comp
18.72934,-9.38676,12.30759,-10.78385,40.91186,-34.70039,-356.00467,20.24794,-1.43000,41.81526,28.64844,comp
18.74516,-12.35356,12.45811,-13.04361,86.78686,67.98711,-319.22342,19.13857,0.68328,40.99983,28.63672,comp
18.76908,-11.89604,7.56748,-4.94205,123.88061,125.17461,-376.56717,14.74794,1.79168,38.98616,28.63672,comp
18.78549,-5.52885,7.99351,-5.42545,48.19311,135.24493,-411.81717,13.64736,1.80076,39.01614,28.65430,comp
18.80924,1.78365,11.56186,-4.58317,61.49780,104.91680,-358.53592,13.62453,2.12010,41.02786,28.65430,comp
18.83179,-0.69096,9.99155,-5.38932,67.96655,45.10430,-254.22342,12.14797,2.82274,41.42215,28.58398,comp
18.84917,-3.56401,8.37534,-7.96744,107.43530,2.63555,-230.78592,11.77541,4.58153,40.58523,28.60156,comp
18.86520,-4.53910,5.32261,-6.53971,122.56811,-13.77070,-231.94510,9.20510,4.24681,41.03323,28.60938,comp
18.88923,-1.91996,5.94956,-6.27140,139.28686,-35.19257,-263.42947,8.42678,6.30345,43.83010,28.56836,comp
18.90517,-3.16410,3.59800,-5.19132,146.00170,-79.59882,-191.24197,3.66506,7.76536,41.84671,28.58594,comp
18.93472,-7.50004,0.42026,-5.22222,80.00170,-78.26191,-90.99197,2.18850,9.52611,41.40457,28.62109,comp
18.94520,-6.51127,-1.13149,-5.96929,27.09545,-58.24628,-25.61697,0.71779,9.88646,41.42062,28.64648,comp
18.96928,-7.41850,-2.04897,-3.41851,-15.96705,-53.73066,53.94553,1.45656,10.24168,40.60128,28.62891,comp
18.98517,-6.92460,-0.71206,-2.89946,-101.65455,-47.62910,139.13303,1.09035,10.60008,40.20895,28.64844,comp
19.00923,-6.80442,3.15903,-1.58696,-205.34205,-34.84003,245.50803,5.85207,11.61082,40.14352,28.63477,comp
19.02538,-7.02610,7.88950,-4.04400,-306.09205,-15.34003,350.57053,12.78957,11.85960,43.29391,28.59570,comp
19.04955,-5.68138,11.47739,-6.50103,-357.74830,9.75372,438.13303,17.62551,8.74241,39.25485,28.58398,comp
