t,ax,ay,az,gx,gy,gz,mx,my,mz,temp
22.5368,5.3825,12.5376,-7.0248,134.2325,143.1321,174.1503,30.7617,8.3365,30.9861,31.4180
22.5527,7.7224,3.2720,-1.8451,173.8263,129.3430,178.3651,29.3291,4.4713,33.5525,31.4023
22.5863,9.0124,4.5747,-1.3090,148.1544,122.0188,179.2792,26.8916,0.9947,35.3172,31.4395
22.5926,7.8874,8.2134,-4.0082,158.7325,105.9250,182.7616,26.5442,-0.5160,34.9385,31.4277
22.6252,8.3684,0.9439,-2.7640,162.4923,92.8625,186.9686,25.1057,-4.3930,37.9073,31.3730
22.6412,11.2903,6.9907,-4.3861,133.5079,74.4407,191.3007,22.6877,-6.3432,39.2276,31.3984
22.6567,7.8879,1.1431,-1.8431,161.9298,55.2219,191.4841,20.6077,-9.4174,40.1416,31.4277
22.6881,9.0715,0.9424,-0.6224,155.6486,46.0032,193.2527,18.5803,-9.4180,39.3619,31.4297
22.6969,11.3879,5.7354,-4.5990,144.9064,26.3000,194.2898,16.4885,-11.7637,41.4888,31.4414
22.7207,7.4934,0.3096,-4.0804,153.4142,6.6125,194.5321,11.6877,-13.3691,43.2496,31.3906
22.7366,9.9231,0.8184,-2.6683,143.1329,-9.3328,192.8886,9.2971,-14.5303,43.3068,31.4238
22.7697,11.7082,-1.0937,-2.8627,146.9630,-27.0671,190.8808,7.2561,-14.5510,43.3534,31.4102
22.7790,8.6340,-1.2587,-1.6127,152.4982,-40.5046,189.2938,3.5061,-14.9782,43.8229,31.4160
22.8491,9.1931,-1.0623,-1.7445,139.2325,-57.3171,185.5145,3.1821,-13.8347,43.3990,31.3770
22.8501,9.5251,-2.8738,-2.4335,146.3458,-71.0203,181.7470,0.1001,-14.2751,44.6773,31.4355
22.8505,8.8659,-2.1877,-2.3091,157.6974,-83.3718,176.7274,-2.5874,-13.1247,43.0836,31.3789
22.8569,7.9939,-5.4944,-3.5904,141.7677,-96.3562,171.9110,-5.3140,-12.0456,44.3072,31.4160
22.8727,8.6511,-5.1204,-4.0928,149.9005,-109.6140,165.2274,-9.0269,-9.7995,43.9020,31.4180
22.8969,7.8703,-5.0115,-3.0020,143.7443,-121.6765,161.5224,-11.6987,-6.3835,42.6539,31.4121
22.9125,6.4582,-5.7093,-1.9669,141.3712,-131.8171,155.4755,-12.7183,-5.6457,43.0602,31.4355
22.9366,6.8066,-5.9288,-1.1788,142.9259,-141.4968,148.2372,-14.7300,-2.6340,43.0090,31.4316
22.9608,6.9981,-6.2797,-2.4966,141.5025,-150.1713,141.7511,-17.0964,-0.3710,42.1935,31.4434
22.9768,4.9991,-7.5121,-2.4525,142.4859,-157.4057,134.5089,-18.0783,2.6720,41.3326,31.4316
23.0006,3.7979,-7.0417,-3.1014,134.7398,-161.0737,130.4464,-19.7063,6.5060,38.8190,31.3945
23.0165,5.4102,-8.1960,-2.3744,128.2984,-165.2534,125.4386,-21.0275,8.7970,37.5641,31.4004
23.0407,4.4703,-7.6027,-1.6996,124.8238,-171.7026,119.1534,-22.6828,10.3468,35.5191,31.4121
23.0567,2.8863,-8.5383,-1.3749,122.1324,-174.3881,114.1065,-23.6257,14.2003,32.5953,31.4277
23.0808,3.0853,-8.5738,-1.3719,117.3394,-175.0200,110.3136,-23.2426,16.8878,31.3014,31.4316
23.0981,3.5547,-8.6508,-1.6764,112.8316,-176.7934,105.8878,-23.5407,18.4396,29.6275,31.4004
23.1208,2.2823,-9.1327,-1.4212,106.4917,-177.5004,101.6104,-24.1569,20.7794,26.7350,31.4238
23.1394,1.5879,-8.7936,-0.9288,102.3902,-176.8144,99.3526,-23.7578,23.8673,24.6178,31.4004
23.1608,1.5257,-9.6569,-0.3810,97.5113,-175.1669,97.2784,-24.7329,25.0568,22.1725,31.4375
23.1766,1.4238,-9.4708,-0.3108,91.3472,-172.6044,94.1046,-23.3139,27.4064,19.6471,31.4277
23.2011,0.9978,-9.3995,-0.2298,87.2613,-169.6142,91.1768,-22.9138,30.4923,17.5260,31.4062
23.2167,0.4475,-9.5093,-0.2623,82.1363,-165.4658,91.4818,-22.5058,31.7228,13.8229,31.4102
23.2407,0.4106,-9.3986,-0.0505,76.8902,-160.7666,91.0548,-22.7978,32.9171,11.3561,31.4277
23.2566,0.3742,-9.5629,0.2520,71.2144,-156.3134,91.9698,-21.7568,33.7042,10.5021,31.4375
23.2809,0.3691,-9.2931,0.9019,69.2007,-152.1650,92.2750,-20.0039,34.9318,7.5958,31.3867
23.3024,-1.5401,-9.3718,1.4263,65.9663,-147.6494,92.8853,-18.5947,36.1427,5.0997,31.4629
23.3207,-1.6610,-8.5490,2.1475,58.1538,-140.3251,83.4869,-18.5513,35.4650,1.8595,31.3906
23.3366,-2.0570,-9.1169,2.2657,49.5523,-131.3564,90.5650,-17.5063,35.5166,0.2120,31.4434
23.3607,0.0074,-9.4377,1.9354,42.1695,-124.8876,88.3072,-15.4341,37.0850,-1.0829,31.3945
23.3766,-0.9828,-8.0012,2.1306,39.9117,-119.6416,89.1617,-14.7251,37.5112,-2.7343,31.3828
23.4050,-3.6547,-9.6467,2.3795,38.6304,-112.9892,89.7720,-13.9961,37.9656,-5.6054,31.4551
23.4195,-1.9945,-6.8947,3.0030,42.1695,-106.3369,89.5888,-11.9531,37.6182,-6.0392,31.4141
23.4408,-1.3178,-7.9387,2.3981,31.3726,-99.9306,89.2844,-11.2339,38.4326,-8.1056,31.4688
23.4566,-2.6459,-7.5099,2.3175,21.4273,-92.5478,93.2492,-9.8862,37.6782,-7.7028,31.4355
23.4809,-2.8151,-7.7807,2.8736,21.4275,-85.9580,88.9797,-9.8554,37.7296,-9.7399,31.4395
23.5108,-4.0289,-9.2631,3.5192,22.4035,-78.6337,92.8234,-7.4296,37.8220,-12.6286,31.3848
23.5230,-3.1842,-8.6899,3.5623,14.5324,-71.7978,91.3586,-5.7363,37.0808,-12.6390,31.4219
23.5447,-3.5155,-9.3124,3.3450,5.7512,-66.1845,93.4934,-4.7021,37.4937,-13.4857,31.4277
23.5606,-3.1165,-8.8204,3.4438,0.9998,-61.2253,94.1508,-4.0284,36.7438,-13.0906,31.4004
23.5850,-3.5367,-7.9874,3.7690,-2.2346,-55.9793,93.9677,-2.2803,37.2108,-15.9812,31.4062
23.6096,-4.3033,-8.4518,3.7200,-5.8342,-50.4285,95.6151,-1.6128,37.1976,-15.1780,31.3906
23.6413,-4.9693,-7.3727,3.5842,-10.9592,-44.5730,93.0526,0.0913,36.8445,-15.6033,31.4375
23.6413,-5.0840,-7.7992,3.4503,-13.0939,-39.3855,94.8222,0.4309,36.8491,-15.6112,31.4336
23.6647,-4.6756,-7.4733,3.5565,-13.8254,-34.6902,92.8104,2.1145,34.9702,-15.5937,31.4180
23.6818,-4.8395,-7.7929,3.5013,-15.9601,-29.8074,92.6267,3.1545,35.7592,-16.4448,31.4512
23.7121,-4.1193,-8.2472,2.3675,-19.1301,-26.0867,94.3953,3.4941,34.2641,-17.2236,31.4355
23.7206,-5.6496,-8.3663,2.7411,-21.6789,-20.7820,90.2586,4.5293,34.6760,-18.0698,31.4375
23.7447,-6.2458,-8.9533,3.4622,-22.2892,-15.0515,90.6721,5.5468,35.0544,-17.6867,31.4570
23.7606,-5.3268,-7.0294,3.1336,-24.3068,-9.9226,88.0510,6.5537,34.2961,-17.2780,31.4258
23.7847,-6.7604,-7.0802,3.0968,-30.8381,-5.6453,89.3958,6.5663,34.3162,-18.0930,31.4277
23.8011,-6.7673,-6.9885,3.3174,-44.1193,-0.7078,90.6126,8.2762,34.7237,-18.5412,31.4277
23.8246,-5.8718,-5.6408,3.8525,-50.9201,3.3235,89.7019,8.5931,33.5704,-17.7062,31.4414
23.8407,-6.8547,-6.2253,3.5637,-46.5842,6.8450,89.8372,9.2694,32.4502,-18.0974,31.4258
23.8648,-7.0806,-6.0732,4.6555,-42.8752,10.2082,88.7415,9.9598,32.8443,-18.5209,31.4492
23.8809,-6.8792,-6.3611,4.3535,-50.7306,12.4739,88.4216,10.6234,32.4539,-17.7133,31.4238
23.9048,-6.5621,-5.5588,3.4389,-51.1801,14.9133,85.2595,11.3060,31.3436,-18.5121,31.4102
23.9206,-5.9849,-4.6399,3.0715,-47.8930,17.1672,80.9275,11.9847,32.4656,-17.7324,31.4258
23.9446,-9.2525,-5.0595,2.4958,-56.0805,20.0852,82.3416,11.6302,30.9471,-17.6939,31.4355
23.9687,-9.0124,-4.4868,1.5945,-62.9477,23.3938,82.9973,11.9803,30.5884,-18.4981,31.4492
23.9847,-6.2136,-4.5283,1.9038,-60.6645,26.7336,82.6375,13.0008,31.3492,-18.1316,31.4648
24.0011,-7.1887,-5.5205,2.4384,-65.2660,29.1536,79.0964,12.9749,29.8101,-17.2747,31.4180
24.0248,-10.0539,-4.8613,2.3768,-73.5004,32.8567,79.2440,13.6507,28.6910,-17.6680,31.4453
24.0407,-8.5295,-4.0825,1.9796,-70.7797,35.8645,77.4061,13.3436,30.2330,-18.9190,31.4258
24.0647,-7.7175,-4.5803,1.7853,-67.5610,38.4309,75.7528,14.0071,29.8426,-18.1114,31.4570
24.0887,-9.1335,-4.5299,1.4933,-76.2328,42.6926,75.2377,15.6956,29.8378,-17.3208,31.4668
24.1046,-9.0826,-4.0787,0.8820,-86.4047,46.5950,73.0131,14.6751,29.0780,-17.6897,31.3984
24.1288,-8.6180,-3.5601,0.2785,-88.8930,50.9973,71.9096,14.7035,29.4984,-19.3304,31.4668
24.1447,-9.0535,-3.1187,-0.0919,-87.6733,55.9895,69.9867,14.6800,28.3441,-18.4949,31.4648
24.1687,-10.3372,-3.2983,-0.4675,-88.4722,63.3947,67.5805,14.6745,29.0679,-17.2889,31.4531
24.1847,-8.9105,-2.6787,-0.6963,-88.4340,69.7775,65.6752,14.9853,27.9049,-16.0467,31.4707
24.2087,-9.0562,-2.8063,-0.7442,-88.7258,75.6720,63.7143,14.3594,29.1060,-18.9158,31.4746
24.2245,-9.8932,-2.7306,-0.5674,-93.2766,83.5275,61.5502,14.6709,28.6900,-17.2820,31.4902
24.2487,-9.3028,-2.3163,-0.7944,-100.8234,92.6447,58.0678,15.0012,28.3043,-16.8712,31.4512
24.2646,-8.8973,-1.8094,-1.3481,-100.1330,97.8205,56.8617,14.6521,28.6590,-16.0577,31.4512
24.2888,-9.6073,-1.6617,-1.9267,-97.2658,106.1173,53.8109,14.9868,30.1502,-14.8809,31.4219
24.3047,-9.9068,-1.8433,-2.5093,-100.1935,116.0001,50.3324,14.6111,28.9695,-13.2169,31.4531
24.3288,-8.5767,-1.2432,-3.1645,-104.9514,125.7033,46.1215,14.2805,29.3563,-13.6297,31.4434
24.3447,-9.2149,-1.0610,-3.6826,-107.3303,135.6486,42.5824,14.2651,29.7051,-12.4168,31.4609
24.3690,-9.5147,-0.8934,-3.9800,-109.0998,145.8986,38.0668,14.2663,31.2022,-11.6390,31.4668
24.3846,-8.3897,-0.4027,-4.1684,-110.4426,155.4767,33.0629,13.9067,30.4205,-10.7996,31.4785
24.4096,-8.2830,-0.1422,-4.4129,-110.0766,163.9533,28.3637,12.8744,30.3881,-9.9647,31.4785
24.4288,-8.6936,0.3258,-4.8763,-111.1137,171.9455,22.3246,13.5297,31.1049,-7.9608,31.4590
24.4487,-7.5139,0.8090,-5.5877,-111.1137,179.2072,16.4066,12.8276,30.6877,-6.7166,31.4609
24.4646,-8.0681,0.5499,-5.9786,-114.3481,185.2462,7.9848,11.7826,31.3854,-4.6815,31.4785
24.4898,-7.5530,0.9249,-6.1700,-121.7309,190.7970,0.2348,12.4438,31.3621,-3.4705,31.4648
24.5046,-6.1487,1.6525,-6.2766,-122.6464,195.5548,-7.9996,11.7426,32.4422,-1.4490,31.4277
24.5314,-2.3929,1.5449,-6.7173,-123.0124,196.5314,-10.9293,11.6920,31.6126,1.4221,31.4160
24.5455,-5.6995,2.1669,-8.1128,-120.6940,197.5685,-16.6051,11.0118,32.3558,1.8232,31.4102
24.5694,-6.3904,2.5439,-8.8677,-119.3522,199.2765,-22.4020,11.3172,31.9288,3.8642,31.4434
24.5846,-1.7498,2.5983,-8.9674,-119.9011,199.2157,-28.8707,10.9300,31.4747,6.7314,31.4277
24.6100,-4.7381,3.7233,-8.0099,-112.5807,196.2880,-33.4449,11.5941,31.0823,7.5439,31.4727
24.6178,-7.7263,4.8483,-7.0524,-105.2604,193.3602,-38.0191,12.2581,30.6900,8.3564,31.5176
24.6414,-6.9231,4.1882,-6.0944,-100.3776,192.6888,-46.1363,11.5555,30.2747,9.6005,31.4609
24.6494,-4.3704,2.8991,-4.6637,-113.1276,192.6278,-51.6871,10.8328,29.0814,11.6806,31.5195
24.6728,-5.4016,5.9421,-7.4645,-118.8034,191.8954,-56.5660,10.4393,28.6172,14.9540,31.4785
24.6890,-3.5960,1.3483,-8.0002,-73.3347,187.5048,-57.1153,9.7454,27.0938,15.0030,31.5020
24.7127,-1.4573,5.2702,-12.3908,-92.4284,187.0775,-67.7950,9.7058,28.1495,18.2335,31.5020
24.7394,-5.4182,4.5173,-7.3634,-87.3659,180.8549,-67.0021,9.6788,25.8643,18.6969,31.4727
24.7529,-2.1018,6.7634,-5.5148,-88.8298,180.5499,-76.2755,9.9742,25.0489,21.1539,31.4668
24.7768,1.1719,5.8506,-6.5800,-80.7266,178.9482,-70.7051,8.9325,24.2574,22.0173,31.4766
24.7930,2.0806,6.8935,-8.7870,-81.8858,177.9716,-77.6622,7.8827,23.0796,23.2849,31.4492
24.8093,-0.5600,5.7383,-9.4716,-75.7217,172.7256,-77.7842,8.8558,22.6397,26.1247,31.3906
24.8385,2.8795,7.3310,-7.7274,-75.7214,168.9424,-83.3350,8.5055,21.4991,26.1585,31.4258
24.8497,0.4439,5.4219,-6.1054,-69.8659,161.5595,-81.5645,8.4753,19.5840,27.0237,31.4336
24.8728,2.1129,7.3818,-6.5495,-67.5476,156.6181,-83.0303,8.4383,19.5223,29.4593,31.4512
24.8967,3.7769,6.6470,-7.0092,-62.9734,145.9384,-85.4092,8.7477,16.8622,29.9302,31.4434
24.9128,2.3443,6.7171,-7.0660,-58.7038,136.6650,-86.5684,7.7037,14.9461,30.4058,31.3965
24.9413,0.9312,8.1312,-6.8232,-57.7278,129.4033,-86.4462,8.0118,14.1507,32.0484,31.4297
24.9528,2.2955,6.7337,-5.6484,-57.1784,122.5674,-84.7382,7.6573,13.3802,32.4935,31.4121
24.9768,2.9000,8.1067,-5.8584,-53.7624,113.0517,-86.1396,7.6430,12.9789,33.3001,31.4316
24.9926,1.8765,7.4568,-5.1684,-51.8698,104.4502,-83.7021,7.2951,12.2181,33.3336,31.4414
25.0197,2.3753,8.0618,-5.8056,-51.1374,95.7861,-82.9077,7.9557,10.6976,33.7623,31.4277
25.0332,3.1033,8.5418,-4.7168,-51.9304,86.8174,-81.9931,7.6054,10.3053,34.1896,31.4395
25.0567,2.5657,7.9783,-4.8480,-50.6501,76.6845,-81.8090,8.6230,9.9359,34.1768,31.4121
25.0728,1.6224,8.7230,-4.0233,-50.8918,70.0947,-79.3696,7.5829,9.1468,35.0279,31.4082
25.0970,2.0582,8.3917,-5.0780,-50.2854,63.2627,-77.2973,8.2694,9.1638,34.6087,31.4512
25.1128,1.8520,8.6839,-4.8629,-52.4768,58.3174,-75.1606,9.2792,8.7854,35.0127,31.4062
25.1458,1.4619,9.1976,-4.7603,-53.3371,52.9033,-71.2661,8.9157,7.6252,35.8662,31.4453
25.1528,1.7819,8.5296,-3.4762,-56.2961,50.0341,-68.7719,9.2565,7.6278,35.8507,31.4590
25.1768,1.7914,9.5296,-3.1632,-55.7761,45.8740,-65.3422,10.6256,6.5341,34.6281,31.4512
25.1927,1.6007,8.6858,-3.0289,-56.6233,43.0029,-64.2407,11.2799,5.7528,35.8625,31.4590
25.2171,1.0158,9.4520,-3.7398,-56.6896,40.7490,-59.7993,11.2670,5.7331,36.6823,31.4023
25.2333,1.1104,9.2969,-3.8489,-60.2834,40.7409,-57.1020,11.6112,6.1149,36.6572,31.4609
25.2569,1.0360,9.1393,-3.2454,-61.1344,40.0114,-52.3168,11.6210,6.5041,36.2405,31.4043
25.2728,0.4281,9.7248,-2.5476,-64.3493,40.8547,-49.0043,12.2938,5.7531,36.2524,31.4590
25.2968,1.0218,9.0607,-1.9485,-63.3385,41.1074,-44.4145,12.9955,4.6730,34.2270,31.4570
25.3129,0.9672,9.9074,-2.0545,-65.2467,42.6103,-40.9770,13.6312,4.6098,37.0727,31.4668
25.3371,0.1762,9.6501,-2.1312,-64.9882,44.9677,-36.6645,15.3480,5.0263,36.2191,31.3828
25.3544,0.5021,9.6227,-1.7169,-67.0761,49.2256,-33.2368,14.6644,4.6403,36.2401,31.4141
25.3776,0.0699,9.7764,-1.6041,-67.1908,53.0527,-28.5990,15.6772,3.5048,36.2517,31.4453
25.4009,0.0046,9.6402,-1.7683,-68.1239,58.0214,-24.8549,16.0063,2.3710,36.2836,31.4395
25.4172,0.3969,10.0098,-1.5641,-69.2372,62.3574,-21.1478,17.0551,2.8004,34.6225,31.4277
25.4329,0.2840,9.6209,-1.0719,-70.1132,66.2304,-17.8978,18.0659,2.4208,35.0124,31.4180
25.4568,0.2460,10.0704,-0.1427,-71.0472,70.9140,-15.3764,18.3886,0.5282,35.0532,31.4473
25.4814,0.5283,9.7554,0.3361,-70.3090,74.5956,-12.2064,19.0820,1.3036,34.6201,31.4707
25.4970,0.0595,9.8596,0.1412,-70.3037,78.2831,-9.4018,20.4218,-0.2091,35.0510,31.4531
25.5208,-0.0661,9.9990,-0.3968,-71.2808,83.8066,-5.3939,21.0903,-0.2234,35.8352,31.4707
25.5373,0.0281,9.6867,-0.3883,-72.0659,88.1425,-1.6576,21.7817,-0.9441,34.6341,31.3984
25.5607,-0.0131,9.8985,0.0927,-72.5767,93.5058,4.7604,22.7885,-2.4509,34.6539,31.4043
25.5767,0.4508,9.6182,0.7958,-70.8296,98.9238,13.7213,23.7983,-3.5779,34.6597,31.4277
25.6009,0.3128,9.7760,0.9629,-69.6753,101.8886,20.3775,24.8178,-4.3157,34.2535,31.4258
25.6167,-0.1298,9.6074,1.1215,-68.6978,105.3671,27.8150,25.4960,-6.5539,33.0806,31.4336
25.6579,-2.4599,9.3066,2.8041,-83.2290,113.9609,27.3819,25.5116,-6.9031,31.8638,31.4121
25.6649,-0.3778,9.9433,3.1876,-77.7524,120.0077,41.6241,27.5330,-10.2741,31.1021,31.4355
25.6810,2.1378,8.8925,2.9093,-78.9634,121.4980,46.5577,27.8658,-11.7771,30.7178,31.4453
25.7047,2.0366,9.9042,2.0939,-78.6511,122.4789,49.9190,28.5494,-11.3911,30.6968,31.4668
25.7374,0.0649,8.9887,3.5421,-75.7332,123.7651,58.7472,28.8751,-13.6528,30.3438,31.4395
25.7448,-0.2095,9.3132,3.3571,-86.8582,129.1088,68.7237,28.2286,-14.7270,27.5391,31.4551
25.7608,1.3784,9.0965,2.8317,-85.9822,131.5287,78.0050,29.6007,-16.1899,25.9161,31.4199
25.7851,2.7983,8.6651,2.8941,-92.1580,132.4741,85.0909,29.9298,-18.0727,25.5496,31.4492
25.8007,0.2553,9.0006,3.5557,-91.5530,132.8962,96.1144,29.6080,-18.7944,23.9441,31.4648
25.8248,0.3302,7.8912,4.8995,-97.4006,135.1891,105.0206,30.2662,-22.5600,23.2112,31.4434
25.8408,1.7276,8.3946,4.6679,-104.2678,136.6804,109.6690,30.3090,-23.9858,19.5823,31.4688
25.8652,3.3292,8.2918,5.4013,-97.0686,135.3434,118.7628,30.9970,-25.8345,17.9876,31.4102
25.8810,-0.4989,7.5257,7.0077,-94.8557,135.2848,126.6456,29.9784,-27.7104,16.8323,31.4551
25.9048,3.0616,7.6833,6.9278,-98.6545,136.0705,129.9230,28.3183,-28.0361,14.0159,31.4688
25.9206,3.2318,6.9440,7.1241,-101.4006,135.5825,139.0167,27.6425,-30.2783,12.4554,31.3887
25.9448,1.6253,7.3666,7.0893,-114.1663,134.0795,147.4230,26.3115,-32.4873,9.2776,31.4844
25.9648,3.5833,7.2520,6.1454,-115.7415,132.0444,150.6730,24.9745,-34.7041,6.5042,31.4648
25.9849,3.1238,5.9366,6.4578,-113.1362,128.6552,155.7352,22.9880,-35.4026,2.8771,31.4258
26.0031,2.5925,6.0973,7.3602,-128.4487,125.3603,160.2509,21.3054,-36.1385,1.2961,31.4160
26.0251,3.0356,5.1954,7.9085,-127.1674,121.3935,163.9735,19.3142,-36.8274,-2.3172,31.4922
26.0410,2.0337,4.9110,9.0032,-125.9467,117.1826,165.8036,16.9392,-39.0853,-3.8494,31.4492
26.0674,3.4175,4.0931,9.7357,-144.5561,113.2763,169.2216,14.6013,-37.9212,-5.8729,31.3926
26.0806,2.4307,3.8498,10.1036,-144.0681,107.2372,170.6249,12.2634,-39.3714,-9.4608,31.3809
26.1051,3.1733,3.7017,9.9949,-148.3376,100.9521,170.6249,8.5505,-38.9905,-11.0389,31.4102
26.1210,3.0249,3.0435,8.6024,-154.3181,93.6904,171.1737,6.2185,-38.5640,-13.8533,31.4512
26.1451,2.3740,2.6568,9.5579,-157.9782,85.2685,170.0761,2.4724,-39.7300,-14.1705,31.4648
26.1699,2.5483,2.2777,10.3436,-165.9704,76.6044,169.0390,-0.5510,-38.9527,-16.1763,31.4258
26.1847,1.9824,0.9056,10.8524,-164.0173,66.8466,167.0253,-4.2932,-38.2427,-15.7256,31.4688
26.2089,1.8694,1.7567,10.3270,-170.7907,58.1201,164.9511,-6.9710,-37.0826,-17.7413,31.4180
26.2249,1.9545,-0.1134,9.9312,-170.4858,48.1747,162.2655,-10.3518,-36.3384,-18.5167,31.4492
26.2408,1.6964,0.3077,10.0338,-175.1850,38.0497,159.3378,-13.0999,-36.0372,-16.4424,31.4219
26.2721,1.9357,-1.0693,10.3095,-173.7211,27.3701,155.9218,-14.4495,-34.9131,-16.4471,31.4062
26.2807,1.2740,-1.6230,10.5042,-175.7934,17.3701,152.8104,-19.5471,-34.5855,-16.3666,31.4336
26.3049,1.2034,-2.4335,10.3107,-174.2690,7.2372,148.7831,-21.9300,-32.7437,-15.1527,31.4258
26.3291,1.5371,-0.8730,8.3849,-161.7065,-1.7940,145.3671,-24.3245,-31.6705,-13.5102,31.4336
26.3450,-0.9043,-1.3178,7.8624,-170.3627,-7.7745,142.6815,-26.7014,-30.5669,-13.0900,31.4180
26.3748,-0.3330,-3.0541,8.5519,-176.6440,-15.0948,137.5565,-28.0960,-30.2620,-10.6310,31.4531
26.3850,0.0918,-4.2318,11.1495,-163.0971,-22.7823,132.7362,-30.1467,-28.8060,-9.0021,31.4102
26.4089,-1.0303,-5.3529,11.8185,-163.3436,-27.6612,128.1620,-30.1448,-27.6790,-8.6254,31.4336
26.4248,0.4102,-5.4563,9.1740,-160.0584,-33.8878,121.5761,-32.5432,-26.9852,-6.9721,31.4277
26.4489,-0.5181,-4.2239,6.7130,-151.0350,-39.9776,117.0683,-33.2522,-24.0496,-3.3686,31.4492
26.4649,-1.9194,-6.7239,6.3336,-150.4554,-44.7354,111.5800,-34.6350,-24.4727,-2.1137,31.4590
26.4889,-0.5718,-5.0179,7.2306,-151.0897,-48.9503,106.3261,-35.3254,-23.0030,-0.5092,31.4570
26.5049,0.1387,-6.3597,8.0558,-137.9022,-54.7784,100.7909,-36.3928,-21.9669,3.1471,31.4199
26.5288,-2.2637,-7.0013,8.2231,-136.5301,-58.9893,95.4354,-36.4049,-22.3563,3.5643,31.4707
26.5456,-0.4297,-6.5369,5.6509,-132.4988,-63.8331,90.0331,-36.4110,-19.7527,5.5360,31.4375
26.5796,-0.8760,-7.4793,5.0894,-120.8817,-67.5928,85.2167,-37.7919,-19.4275,7.1786,31.4355
26.5850,-2.8034,-8.1339,5.2300,-119.6905,-71.9346,81.8345,-36.7908,-16.7869,8.3191,31.3789
26.6091,-0.2253,-7.5377,6.2515,-110.1358,-75.8799,76.2525,-36.1253,-15.6824,9.9090,31.4160
26.6250,-1.3913,-7.8080,5.9778,-103.4757,-79.5694,73.6568,-36.8651,-15.0315,13.9793,31.4102
26.6571,-2.8718,-7.8478,5.3367,-100.3194,-84.1944,68.6763,-35.8279,-13.5042,13.9193,31.4316
26.6653,-0.6765,-7.5612,4.2039,-92.2100,-86.8135,66.4693,-35.1624,-12.3997,15.5091,31.4082
26.6888,-2.0397,-8.0817,3.8846,-86.5225,-89.9522,64.3521,-35.8514,-11.2991,16.7152,31.4355
26.7048,-2.6032,-7.6569,4.1377,-79.7335,-93.5928,61.8228,-36.1961,-10.1848,17.5125,31.4395
26.7289,-1.3434,-8.3161,4.7827,-73.4874,-97.0303,60.5679,-34.8484,-9.0745,19.0867,31.4316
26.7465,-2.0168,-8.5086,4.5049,-68.3897,-100.1749,60.2847,-34.8393,-7.9368,19.0612,31.3945
26.7540,-2.6901,-8.7011,4.2271,-63.2921,-103.3194,60.0015,-34.8301,-6.7991,19.0356,31.3574
26.7690,-3.8112,-8.5569,3.8079,-56.3975,-106.7002,59.1002,-33.7989,-5.2825,19.3808,31.3457
26.7864,-1.9118,-7.5130,2.9715,-50.0147,-109.2784,58.8385,-34.1365,-3.4094,20.1597,31.3809
26.8089,-2.8249,-7.9942,2.9070,-46.4757,-111.5967,60.7301,-33.4759,-3.0642,21.7632,31.3906
26.8248,-3.4074,-8.1184,3.4983,-42.0225,-114.0987,61.4014,-32.7766,-0.0330,22.0898,31.4102
26.8489,-2.4557,-8.6419,4.0075,-34.1514,-117.2100,63.9639,-32.7766,-0.0330,22.0898,31.3906
26.8651,-2.7060,-8.3157,3.7667,-31.1612,-119.7725,66.7100,-32.4358,2.2151,23.2529,31.3613
26.8888,-3.9306,-8.0408,3.4330,-25.0596,-122.7022,69.8214,-32.4146,3.7414,22.8052,31.3555
26.9048,-2.5527,-8.3408,3.4053,-22.0089,-125.2647,72.9327,-31.7061,6.0325,22.3271,31.3613
26.9289,-3.1581,-8.1948,3.5387,-17.2510,-127.7061,77.9952,-31.3460,7.5627,21.8764,31.4219
26.9447,-3.4440,-8.3616,3.7439,-12.8604,-129.5977,82.0225,-29.9642,9.1028,21.4055,31.4180
26.9694,-2.9626,-8.2754,3.6322,-9.6260,-131.9161,87.0264,-29.9285,11.7766,20.5281,31.3926
26.9927,-3.5139,-7.9614,3.5882,-5.7823,-134.1133,91.9678,-29.2230,13.3205,19.6667,31.3750
27.0091,-3.8102,-8.1583,3.6309,-1.7550,-136.1875,97.6436,-27.8450,15.2307,19.5967,31.3750
27.0251,-3.5065,-7.7320,3.9888,1.9072,-137.6524,102.9522,-27.8163,17.1477,18.7378,31.3594
27.0491,-3.8730,-7.8438,4.2972,6.2392,-139.1778,109.4796,-27.0980,19.0793,17.4527,31.3770
27.0650,-4.3339,-7.5799,4.6170,9.2294,-140.5196,115.1553,-26.0326,21.4055,15.7515,31.4648
27.0915,-4.1193,-7.4494,4.6839,13.2568,-141.5567,121.5616,-25.3231,22.5803,14.4898,31.4082
27.1050,-4.6647,-6.8683,4.7274,18.1357,-142.1055,127.5421,-23.2489,24.1467,13.1939,31.3594
27.1290,-4.5883,-7.0883,4.6491,21.3700,-142.1058,133.9483,-23.1832,26.4905,10.2857,31.4004
27.1529,-4.8282,-6.1425,5.0956,26.0068,-141.6175,139.9288,-21.1129,28.0598,8.9937,31.4023
27.1691,-4.5630,-6.1799,5.4977,30.2177,-140.6414,146.3975,-19.6998,29.6496,6.4878,31.4297
27.1938,-4.5649,-5.5204,6.2301,30.5400,-136.2985,152.0117,-18.6503,29.3384,4.8483,31.4277
27.2091,-4.1835,-4.9760,6.4573,35.6025,-134.0407,158.3594,-16.2461,31.2681,4.3527,31.3867
27.2335,-4.9672,-5.4323,6.5164,40.1142,-131.7223,163.5430,-14.4951,32.8638,1.8429,31.4414
